Unnamed: 0,member_id,recipe_id,rating,rating_normalized
322,218699,123809,4.0,0.75
323,2124034,123809,5.0,1.0
324,942746,123809,4.0,0.75
325,2176785,123809,5.0,1.0
326,2174362,123809,5.0,1.0
327,579526,123809,2.5,0.375
328,1939935,123809,5.0,1.0
329,1911505,123809,5.0,1.0
330,1730072,123809,2.5,0.375
331,369705,123809,5.0,1.0
332,1269015,123809,2.5,0.375
333,1722355,123809,5.0,1.0
334,1692036,123809,4.0,0.75
335,1356721,123809,5.0,1.0
336,1639149,123809,5.0,1.0
337,461209,123809,5.0,1.0
338,584858,123809,5.0,1.0
339,1027074,123809,5.0,1.0
340,1404265,123809,5.0,1.0
341,755277,123809,5.0,1.0
342,1563709,123809,5.0,1.0
343,912878,123809,5.0,1.0
344,193516,123809,5.0,1.0
345,538149,123809,5.0,1.0
346,1374796,123809,5.0,1.0
347,355944,123809,5.0,1.0
348,1383060,123809,5.0,1.0
349,673444,123809,4.0,0.75
350,1011999,123809,2.5,0.375
351,451577,123809,2.5,0.375
352,1325286,123809,5.0,1.0
353,1309932,123809,5.0,1.0
354,1302152,123809,5.0,1.0
355,1299398,123809,5.0,1.0
356,227750,123809,5.0,1.0
357,1094806,123809,5.0,1.0
358,1160021,123809,5.0,1.0
359,1117364,123809,5.0,1.0
360,1143013,123809,5.0,1.0
361,672734,123809,2.0,0.25
362,659600,123809,5.0,1.0
363,917562,123809,5.0,1.0
364,890638,123809,5.0,1.0
365,886487,123809,5.0,1.0
366,608030,123809,5.0,1.0
367,873432,123809,5.0,1.0
368,498146,123809,3.0,0.5
369,807218,123809,5.0,1.0
370,836436,123809,5.0,1.0
371,777349,123809,5.0,1.0
372,556453,123809,5.0,1.0
373,253021,123809,5.0,1.0
374,399576,123809,5.0,1.0
375,249059,123809,5.0,1.0
376,437137,123809,5.0,1.0
377,369277,123809,5.0,1.0
378,327496,123809,5.0,1.0
379,246280,123809,5.0,1.0
380,245218,123809,5.0,1.0
381,606851,21706,5.0,1.0
382,2002875778,21706,5.0,1.0
383,2002318463,21706,5.0,1.0
384,2002427083,21706,5.0,1.0
385,2002088487,21706,5.0,1.0
386,2002048795,21706,5.0,1.0
387,2002120036,21706,5.0,1.0
388,1422717,21706,2.5,0.375
389,2002134535,21706,5.0,1.0
390,2002041286,21706,5.0,1.0
391,2000517967,21706,5.0,1.0
392,2001950874,21706,5.0,1.0
393,2001866665,21706,2.0,0.25
394,2001855151,21706,2.5,0.375
395,2001847186,21706,5.0,1.0
396,2001828541,21706,5.0,1.0
397,2001810532,21706,5.0,1.0
398,2001779917,21706,5.0,1.0
399,2001767475,21706,1.0,0.0
400,2001734741,21706,4.0,0.75
401,2001731727,21706,2.5,0.375
402,2001661137,21706,5.0,1.0
403,2001563337,21706,5.0,1.0
404,2001558462,21706,5.0,1.0
405,2001244558,21706,5.0,1.0
406,2001546575,21706,5.0,1.0
407,463435,21706,5.0,1.0
408,2000898808,21706,5.0,1.0
409,2001431271,21706,5.0,1.0
410,2001398414,21706,4.0,0.75
411,2001349263,21706,4.0,0.75
412,2001278005,21706,2.5,0.375
413,1802738581,21706,5.0,1.0
414,2001235335,21706,1.0,0.0
415,2001203325,21706,5.0,1.0
416,91584,21706,5.0,1.0
417,2001142230,21706,4.0,0.75
418,2000978767,21706,5.0,1.0
419,2000635969,21706,5.0,1.0
420,2000484880,21706,5.0,1.0
421,2000560042,21706,3.0,0.5
422,251626,21706,4.0,0.75
423,65486,21706,5.0,1.0
424,2000378915,21706,5.0,1.0
425,2000266259,21706,2.5,0.375
426,2000255627,21706,5.0,1.0
427,1803631583,21706,4.0,0.75
428,1802832058,21706,5.0,1.0
429,2000146008,21706,2.0,0.25
430,2000093102,21706,5.0,1.0
431,1802450140,21706,5.0,1.0
432,1594403,21706,5.0,1.0
433,1803719946,21706,3.0,0.5
434,46080726,21706,5.0,1.0
435,1803658827,21706,5.0,1.0
436,165933,21706,4.0,0.75
437,1803542770,21706,5.0,1.0
438,12858419,21706,1.0,0.0
439,1581225,21706,2.0,0.25
440,279353,21706,5.0,1.0
441,1802677280,21706,5.0,1.0
442,1802400859,21706,5.0,1.0
443,1977697,21706,5.0,1.0
444,712871,21706,5.0,1.0
445,45897062,21706,4.0,0.75
446,1800054678,21706,4.0,0.75
447,2891682,21706,4.0,0.75
448,2891044,21706,4.0,0.75
449,2854598,21706,5.0,1.0
450,996333,21706,5.0,1.0
451,2781251,21706,5.0,1.0
452,416985,21706,5.0,1.0
453,28636,21706,5.0,1.0
454,118161,21706,5.0,1.0
455,2679769,21706,2.5,0.375
456,2602381,21706,5.0,1.0
457,1222605,21706,5.0,1.0
458,1719800,21706,5.0,1.0
459,1867328,21706,5.0,1.0
460,666681,21706,3.0,0.5
461,1160453,21706,2.0,0.25
462,2341412,21706,5.0,1.0
463,2249292,21706,5.0,1.0
464,997559,21706,5.0,1.0
465,1717620,21706,4.0,0.75
466,1689463,21706,2.0,0.25
467,2226345,21706,5.0,1.0
468,1419801,21706,5.0,1.0
469,2195642,21706,5.0,1.0
470,1288254,21706,5.0,1.0
471,331969,21706,5.0,1.0
472,347279,21706,5.0,1.0
473,1564306,21706,5.0,1.0
474,2087541,21706,2.5,0.375
475,173579,21706,5.0,1.0
476,2041603,21706,5.0,1.0
477,1819349,21706,1.0,0.0
478,577202,21706,5.0,1.0
479,1783751,21706,2.0,0.25
480,92816,21706,5.0,1.0
481,1221961,21706,5.0,1.0
482,274467,21706,4.0,0.75
483,456858,21706,3.0,0.5
484,657197,21706,5.0,1.0
485,818724,21706,5.0,1.0
486,1962470,21706,4.0,0.75
487,98919,21706,5.0,1.0
488,552438,21706,2.5,0.375
489,1900873,21706,2.0,0.25
490,1009160,21706,4.0,0.75
491,1883934,21706,1.0,0.0
492,218535,21706,5.0,1.0
493,990914,21706,5.0,1.0
494,590640,21706,4.0,0.75
495,1826006,21706,5.0,1.0
496,1467870,21706,5.0,1.0
497,1777330,21706,5.0,1.0
498,766615,21706,5.0,1.0
499,1755255,21706,5.0,1.0
500,763214,21706,4.0,0.75
501,291523,21706,5.0,1.0
502,529278,21706,4.0,0.75
503,1719749,21706,2.5,0.375
504,1011689,21706,5.0,1.0
505,1249396,21706,5.0,1.0
506,201581,21706,5.0,1.0
507,1596631,21706,4.0,0.75
508,961542,21706,4.0,0.75
509,978966,21706,4.0,0.75
510,981051,21706,5.0,1.0
511,1329021,21706,5.0,1.0
512,1376043,21706,5.0,1.0
513,823556,21706,5.0,1.0
514,229524,21706,5.0,1.0
515,350577,21706,4.0,0.75
516,981367,21706,5.0,1.0
517,876513,21706,5.0,1.0
518,1368530,21706,5.0,1.0
519,1601616,21706,5.0,1.0
520,125923,21706,5.0,1.0
521,930470,21706,1.0,0.0
522,131021,21706,5.0,1.0
523,756573,21706,2.0,0.25
524,841835,21706,5.0,1.0
525,1538862,21706,5.0,1.0
526,233829,21706,4.0,0.75
527,1523491,21706,4.0,0.75
528,694088,21706,5.0,1.0
529,804870,21706,1.0,0.0
530,146552,21706,5.0,1.0
531,1320105,21706,5.0,1.0
532,133174,21706,5.0,1.0
533,574984,21706,5.0,1.0
534,237624,21706,5.0,1.0
535,650534,21706,5.0,1.0
536,231057,21706,5.0,1.0
537,245526,21706,5.0,1.0
538,881977,21706,5.0,1.0
539,1179773,21706,5.0,1.0
540,64154,21706,5.0,1.0
541,1469974,21706,4.0,0.75
542,407088,21706,5.0,1.0
543,1411574,21706,5.0,1.0
544,59824,21706,5.0,1.0
545,478427,21706,5.0,1.0
546,1391395,21706,4.0,0.75
547,457829,21706,5.0,1.0
548,846154,21706,3.0,0.5
549,581409,21706,5.0,1.0
550,738165,21706,5.0,1.0
551,36187,21706,5.0,1.0
552,1390238,21706,5.0,1.0
553,1319585,21706,4.0,0.75
554,633722,21706,5.0,1.0
555,1162182,21706,5.0,1.0
556,992258,21706,4.0,0.75
557,216165,21706,5.0,1.0
558,1214599,21706,4.0,0.75
559,1122988,21706,5.0,1.0
560,1305305,21706,5.0,1.0
561,439056,21706,5.0,1.0
562,190857,21706,5.0,1.0
563,911966,21706,5.0,1.0
564,625696,21706,4.0,0.75
565,158446,21706,4.0,0.75
566,238113,21706,3.0,0.5
567,876472,21706,5.0,1.0
568,800414,21706,5.0,1.0
569,1040155,21706,5.0,1.0
570,333545,21706,5.0,1.0
571,969481,21706,4.0,0.75
572,495804,21706,5.0,1.0
573,1165565,21706,1.0,0.0
574,805503,21706,5.0,1.0
575,393170,21706,3.0,0.5
576,410166,21706,5.0,1.0
577,295915,21706,5.0,1.0
578,309526,21706,5.0,1.0
579,327920,21706,5.0,1.0
580,513179,21706,5.0,1.0
581,117484,21706,4.0,0.75
582,1179267,21706,5.0,1.0
583,358698,21706,4.0,0.75
584,382464,21706,3.0,0.5
585,1063227,21706,3.0,0.5
586,275980,21706,5.0,1.0
587,22655,21706,4.0,0.75
588,37449,21706,5.0,1.0
589,176615,21706,5.0,1.0
590,844444,21706,5.0,1.0
591,166294,21706,5.0,1.0
592,956686,21706,5.0,1.0
593,953691,21706,5.0,1.0
594,335606,21706,3.0,0.5
595,316809,21706,5.0,1.0
596,520701,21706,4.0,0.75
597,511666,21706,5.0,1.0
598,226863,21706,3.0,0.5
599,232673,21706,5.0,1.0
600,237866,21706,5.0,1.0
601,736339,21706,4.0,0.75
602,961009,21706,5.0,1.0
603,488441,21706,5.0,1.0
604,68950,21706,5.0,1.0
605,214991,21706,5.0,1.0
606,708727,21706,5.0,1.0
607,252570,21706,4.0,0.75
608,733902,21706,4.0,0.75
609,1028382,21706,5.0,1.0
610,55729,21706,4.0,0.75
611,152991,21706,5.0,1.0
612,621726,21706,5.0,1.0
613,80998,21706,4.0,0.75
614,81563,21706,5.0,1.0
615,267991,21706,5.0,1.0
616,536106,21706,5.0,1.0
617,468975,21706,5.0,1.0
618,559283,21706,5.0,1.0
619,573544,21706,5.0,1.0
620,981377,21706,4.0,0.75
621,924171,21706,5.0,1.0
622,440047,21706,4.0,0.75
623,246520,21706,5.0,1.0
624,70082,21706,4.0,0.75
625,257166,21706,5.0,1.0
626,8629,21706,5.0,1.0
627,145352,21706,5.0,1.0
628,949928,21706,5.0,1.0
629,946891,21706,5.0,1.0
630,915066,21706,5.0,1.0
631,142386,21706,5.0,1.0
632,197023,21706,5.0,1.0
633,651379,21706,3.0,0.5
634,470799,21706,5.0,1.0
635,886725,21706,5.0,1.0
636,882566,21706,5.0,1.0
637,140132,21706,5.0,1.0
638,411567,21706,5.0,1.0
639,55578,21706,5.0,1.0
640,497077,21706,5.0,1.0
641,395317,21706,5.0,1.0
642,430765,21706,4.0,0.75
643,340506,21706,5.0,1.0
644,495846,21706,4.0,0.75
645,198154,21706,4.0,0.75
646,716192,21706,4.0,0.75
647,801657,21706,5.0,1.0
648,368277,21706,5.0,1.0
649,176671,21706,5.0,1.0
650,324677,21706,5.0,1.0
651,292308,21706,5.0,1.0
652,730701,21706,4.0,0.75
653,387365,21706,4.0,0.75
654,460687,21706,5.0,1.0
655,389560,21706,5.0,1.0
656,757622,21706,5.0,1.0
657,332670,21706,5.0,1.0
658,136979,21706,5.0,1.0
659,129958,21706,5.0,1.0
660,685988,21706,4.0,0.75
661,542848,21706,5.0,1.0
662,721674,21706,5.0,1.0
663,114238,21706,5.0,1.0
664,717898,21706,3.0,0.5
665,713849,21706,5.0,1.0
666,706555,21706,5.0,1.0
667,125640,21706,5.0,1.0
668,713105,21706,5.0,1.0
669,440150,21706,5.0,1.0
670,688099,21706,5.0,1.0
671,713966,21706,5.0,1.0
672,696858,21706,5.0,1.0
673,581391,21706,4.0,0.75
674,382203,21706,4.0,0.75
675,244873,21706,5.0,1.0
676,331557,21706,4.0,0.75
677,330505,21706,5.0,1.0
678,41682,21706,5.0,1.0
679,599261,21706,5.0,1.0
680,122416,21706,2.0,0.25
681,638313,21706,5.0,1.0
682,336078,21706,5.0,1.0
683,587756,21706,4.0,0.75
684,309850,21706,5.0,1.0
685,65197,21706,5.0,1.0
686,119984,21706,3.0,0.5
687,276818,21706,4.0,0.75
688,280271,21706,5.0,1.0
689,467659,21706,4.0,0.75
690,226462,21706,5.0,1.0
691,388414,21706,5.0,1.0
692,611788,21706,5.0,1.0
693,617355,21706,5.0,1.0
694,546007,21706,5.0,1.0
695,117184,21706,5.0,1.0
696,86072,21706,5.0,1.0
697,282745,21706,5.0,1.0
698,40135,21706,5.0,1.0
699,184723,21706,5.0,1.0
700,151638,21706,4.0,0.75
701,569083,21706,5.0,1.0
702,534591,21706,5.0,1.0
703,17803,21706,5.0,1.0
704,398256,21706,5.0,1.0
705,286851,21706,4.0,0.75
706,194568,21706,4.0,0.75
707,201196,21706,5.0,1.0
708,76554,21706,4.0,0.75
709,335469,21706,5.0,1.0
710,354465,21706,5.0,1.0
711,445711,21706,4.0,0.75
712,285938,21706,5.0,1.0
713,514332,21706,5.0,1.0
714,508412,21706,5.0,1.0
715,420825,21706,3.0,0.5
716,146443,21706,5.0,1.0
717,476570,21706,5.0,1.0
718,173314,21706,5.0,1.0
719,462571,21706,3.0,0.5
720,489226,21706,5.0,1.0
721,335028,21706,5.0,1.0
722,14410,21706,5.0,1.0
723,37183,21706,5.0,1.0
724,463852,21706,4.0,0.75
725,455539,21706,5.0,1.0
726,153253,21706,3.0,0.5
727,457540,21706,3.0,0.5
728,209743,21706,5.0,1.0
729,247107,21706,5.0,1.0
730,350812,21706,4.0,0.75
731,167003,21706,5.0,1.0
732,109598,21706,5.0,1.0
733,365441,21706,4.0,0.75
734,376378,21706,2.0,0.25
735,378258,21706,5.0,1.0
736,359707,21706,4.0,0.75
737,212091,21706,2.0,0.25
738,32058,21706,4.0,0.75
739,101732,21706,5.0,1.0
740,28345,21706,5.0,1.0
741,196296,21706,5.0,1.0
742,299289,21706,5.0,1.0
743,145626,21706,5.0,1.0
744,136352,21706,4.0,0.75
745,347267,21706,5.0,1.0
746,189616,21706,5.0,1.0
747,153750,21706,5.0,1.0
748,334767,21706,5.0,1.0
749,163186,21706,5.0,1.0
750,28177,21706,5.0,1.0
751,278184,21706,5.0,1.0
752,278084,21706,5.0,1.0
753,209983,21706,5.0,1.0
754,140008,21706,5.0,1.0
755,231775,21706,5.0,1.0
756,46660,21706,4.0,0.75
757,58481,21706,4.0,0.75
758,68291,21706,4.0,0.75
759,192644,21706,3.0,0.5
760,211457,21706,5.0,1.0
761,54885,21706,5.0,1.0
762,160974,21706,5.0,1.0
763,42337,21706,4.0,0.75
764,158087,21706,2.0,0.25
765,185293,21706,4.0,0.75
766,96177,21706,5.0,1.0
767,179686,21706,5.0,1.0
768,122235,21706,4.0,0.75
769,176762,21706,5.0,1.0
770,152393,21706,5.0,1.0
771,153866,21706,5.0,1.0
772,136431,21706,4.0,0.75
773,104599,21706,4.0,0.75
774,109860,21706,5.0,1.0
775,60989,21706,4.0,0.75
776,20375,21706,5.0,1.0
777,35553,21706,4.0,0.75
778,113082,21706,4.0,0.75
779,74969,21706,5.0,1.0
780,91422,21706,5.0,1.0
781,38643,21706,5.0,1.0
782,21841,21706,5.0,1.0
783,63757,21706,5.0,1.0
784,63514,21706,5.0,1.0
785,60876,21706,2.5,0.375
786,44807,21706,5.0,1.0
787,32558,21706,5.0,1.0
788,63524,21706,5.0,1.0
789,60049,21706,5.0,1.0
790,62835,21706,5.0,1.0
791,40961,21706,5.0,1.0
792,48612,21706,5.0,1.0
793,54643,21706,5.0,1.0
794,37471,21706,5.0,1.0
795,45382,21706,4.0,0.75
796,57539,21706,5.0,1.0
797,11697,21706,5.0,1.0
798,18391,21706,2.0,0.25
799,22666,21706,4.0,0.75
800,30716,21706,5.0,1.0
801,25356,21706,5.0,1.0
802,37498,21706,5.0,1.0
803,10113,21706,5.0,1.0
804,34141,21706,5.0,1.0
805,1802849661,141497,3.0,0.5
806,894563,141497,3.0,0.5
807,1675974,141497,5.0,1.0
808,645114,141497,2.5,0.375
809,1620334,141497,5.0,1.0
810,1615882,141497,5.0,1.0
811,492365,141497,1.0,0.0
812,974665,141497,1.0,0.0
813,350910,141497,5.0,1.0
814,474803,141497,5.0,1.0
815,1260357,141497,5.0,1.0
816,1146246,141497,1.0,0.0
817,1181336,141497,5.0,1.0
818,857489,141497,5.0,1.0
819,567976,141497,4.0,0.75
820,692810,141497,5.0,1.0
821,502222,141497,5.0,1.0
822,67976,141497,4.0,0.75
823,985847,141497,5.0,1.0
824,362919,141497,3.0,0.5
825,117073,141497,5.0,1.0
826,632492,141497,4.0,0.75
827,398964,141497,4.0,0.75
828,767366,141497,4.0,0.75
829,468945,141497,2.5,0.375
830,74281,141497,5.0,1.0
831,510209,141497,3.0,0.5
832,655529,141497,4.0,0.75
833,33135,141497,4.0,0.75
834,85748,141497,4.0,0.75
835,208755,141497,5.0,1.0
836,587756,141497,5.0,1.0
837,126435,141497,4.0,0.75
838,20064,141497,5.0,1.0
839,420166,141497,3.0,0.5
840,313335,141497,5.0,1.0
841,357102,141497,4.0,0.75
842,279454,141497,3.0,0.5
843,247152,141497,5.0,1.0
844,315715,141497,4.0,0.75
845,231951,141497,5.0,1.0
846,39334,141497,5.0,1.0
847,33159,141497,5.0,1.0
848,199848,141497,5.0,1.0
849,293007,141497,4.0,0.75
850,110210,141497,5.0,1.0
851,67243,141497,5.0,1.0
852,278207,141497,1.0,0.0
853,229668,141497,5.0,1.0
854,209255,141497,5.0,1.0
