recipe_id,title,calories,totalFat,saturatedFat,sugars,sodium,protein,who_score,who_normalized,health_category,tags,ingredients,duration,health_score
105104,"Chicken, Rice, and Spices Bake",898.4,24.2,4.9,7.8,1210.4,54.9,0.2352886144634671,0.6220867104953549,unhealthy,"['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'healthy', 'main-dish', 'poultry', 'rice', 'vegetables', 'asian', 'indian', 'middle-eastern', 'oven', 'pakistani', 'chicken', 'dietary', 'low-saturated-fat', 'low-in-something', 'meat', 'chicken-thighs-legs', 'pasta-rice-and-grains', 'onions', 'equipment']","{'': [('chicken stock', '4  time(s) cups '), ('olive oil', '2  time(s) tablespoons '), ('boneless skinless chicken thighs', '8 -10  time(s) '), ('medium onion', '1  time(s) '), ('garlic clove (chopped, minced or crushed)', '1  time(s) '), ('ground cinnamon', '1/2-3/ time(s) teaspoon '), ('ground turmeric', '1 1/2 time(s) teaspoons '), ('ground cumin', '1 1/2 time(s) teaspoons '), ('curry powder', '1 1/2 time(s) teaspoons '), ('cayenne pepper (optional) or 1/2 teaspoon $template2$ (optional)', '0.5 time(s) teaspoon '), ('salt', '3/4-1  time(s) teaspoon '), ('regular $template2$ or 2 cups $template3$', '2  time(s) 2 cups ')]}",60.0,0.6220867104953549
49595,Cottage Cheese Enchiladas,542.6,27.2,13.0,8.5,2110.2,31.8,0.2044865565273728,0.5287471409920389,unhealthy,"['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'north-american', 'main-dish', 'beef', 'poultry', 'mexican', 'oven', 'chicken', 'ground-beef', 'meat', 'equipment']","{'': [('vegetable oil', '1  time(s) tablespoon '), ('boneless skinless chicken breast halves, boiled and shredded or 2 $template2$', '2  time(s) '), ('onion, chopped', '0.5 time(s) cup '), ('mix', '1 time(s) (1 ounce) package taco seasoning '), ('sour cream', '0.5 time(s) cup '), ('cottage cheese', '2  time(s) cups '), ('salt', '1  time(s) teaspoon '), ('pinch ground black pepper', '1  time(s) '), ('flour tortillas or 12 $template2$', '12  time(s) '), ('shredded cheddar cheese or 2 cups $template2$', '2  time(s) cups '), ('red enchilada sauce', '1 time(s) (10 ounce) can ')]}",60.0,0.5287471409920389
71344,Incredible Lemon Cake,630.1,20.9,12.5,75.2,366.0,7.3,0.1391859138865127,0.3308664057167051,very_unhealthy,"['weeknight', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'occasion', 'desserts', 'fruit', 'oven', 'dinner-party', 'cakes', 'citrus', 'lemon', 'brunch', 'equipment', 'number-of-servings', '4-hours-or-less']","{'': [('unsalted butter, room temperature', '0.5 time(s) lb '), ('granulated sugar, divided', '2 1/2 time(s) cups '), ('large eggs, room temperature', '4  time(s) '), ('lemon, zest of, grated', '0.3333333333333333 time(s) cup '), ('flour', '3  time(s) cups '), ('baking powder', '0.5 time(s) teaspoon '), ('baking soda', '0.5 time(s) teaspoon '), ('kosher salt', '1  time(s) teaspoon '), ('fresh lemon juice, divided', '0.75 time(s) cup '), ('buttermilk, room temperature', '0.75 time(s) cup '), ('vanilla extract', '1  time(s) teaspoon ')], 'Glaze': [('confectioners sugar, sifted', '2 time(s) cups '), ('fresh lemon juice', '3 1/2 time(s) tablespoons ')]}",90.0,0.3308664057167051
138528,"Homemade ""Suddenly Salad""",402.4,17.7,3.0,6.2,478.7,10.2,0.2097744360902255,0.5447710184552289,unhealthy,"['30-minutes-or-less', 'time-to-make', 'course', 'preparation', 'salads']","{'': [('uncooked shell pasta', '2  time(s) cups '), ('peeled baby carrots, shredded or 1 large regular carrot', '4 -5  time(s) '), ('frozen peas, thawed', '1  time(s) cup '), ('mayonnaise, more if desired (but NOT miracle whip)', '0.75 time(s) cup '), ('mix', '0.5 time(s) (1 ounce) packet hidden valley ranch dressing '), ('bacon bits (I use Hormel REAL bacon bits or pieces)', '0.25 time(s) cup '), ('onion powder', '0.5 time(s) teaspoon ')]}",18.0,0.5447710184552289
73362,Appetizer Grape Jelly and Chili Sauce Meatballs or  Lil Smokies,61.8,0.0,0.0,10.6,187.5,0.4,0.2824208363548465,0.7649116253177166,healthy,"['weeknight', '60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'occasion', '5-ingredients-or-less', 'appetizers', 'main-dish', 'beef', 'easy', 'holiday-event', 'dietary', 'christmas', 'ground-beef', 'meat', 'number-of-servings']","{'': [('frozen cooked small meatballs or 3 -5 lbs Little Smokies sausages', '3 -5  time(s) lbs '), ('jar grape jelly', '1 time(s) (32 ounce) '), ('jars chili sauce (I use Heinz Chili Sauce)', '2 time(s) (12 ounce) '), ('pinch cayenne pepper (optional)', '1  time(s) ')]}",55.0,0.7649116253177166
31607,BisQuickie Cinnamon Rolls,202.0,8.0,3.1,11.7,355.4,3.5,0.1415816326530612,0.3381261595547309,very_unhealthy,"['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'occasion', 'breads', 'breakfast', 'desserts', 'lunch', 'oven', 'easy', 'beginner-cook', 'potluck', 'dinner-party', 'finger-food', 'heirloom-historical', 'holiday-event', 'kid-friendly', 'picnic', 'vegetarian', 'cakes', 'rolls-biscuits', 'coffee-cakes', 'dietary', 'comfort-food', 'inexpensive', 'novelty', 'taste-mood', 'sweet', 'to-go', 'equipment', 'presentation']","{'': [('Bisquick baking mix', '2 1/2 time(s) cups '), ('milk', '0.3333333333333333 time(s) cup '), ('egg', '1 time(s) '), ('butter, softened', '2  time(s) tablespoons '), ('sugar', '0.25 time(s) cup '), ('cinnamon', '2  time(s) teaspoons '), (""confectioners' sugar"", '0.25 time(s) cup '), ('water', '1  time(s) teaspoon ')]}",40.0,0.3381261595547309
80413,Homemade Hamburger Buns (Bread Machine),198.9,3.7,2.0,4.3,181.7,5.6,0.2638095238095238,0.7085137085137087,neutral,"['30-minutes-or-less', 'time-to-make', 'course', 'preparation', 'healthy', 'breads', 'bread-machine', 'vegetarian', 'dietary', 'yeast', 'equipment', 'small-appliance']","{'': [('milk, slightly warmed', '1 1/4 time(s) cups '), ('beaten egg', '1  time(s) '), ('butter', '2  time(s) tablespoons '), ('white sugar', '0.25 time(s) cup '), ('salt', '0.75 time(s) teaspoon '), ('bread flour', '3 3/4 time(s) cups '), ('active dry yeast', '1 1/4 time(s) teaspoons ')]}",19.0,0.7085137085137087
14106,Roast Beef Horseradish Spirals,42.0,2.7,1.4,0.4,134.5,1.9,0.2845096371882086,0.7712413248127535,healthy,"['weeknight', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'north-american', 'appetizers', 'lunch', 'beef', 'american', 'canadian', 'easy', 'no-cook', 'refrigerator', 'beginner-cook', 'potluck', 'dinner-party', 'fall', 'finger-food', 'holiday-event', 'easter', 'spreads', 'dietary', 'christmas', 'new-years', 'thanksgiving', 'seasonal', 'pacific-northwest', 'meat', 'to-go', 'equipment', 'number-of-servings', 'presentation', 'technique', '4-hours-or-less']","{'': [('package cream cheese, at room temperature', '1 time(s) (8 ounce) '), ('green onions, chopped about 1/2 cup', '2  time(s) '), ('chopped fresh parsley', '0.25 time(s) cup '), ('prepared horseradish, drained', '2  time(s) tablespoons '), ('salt', '0.25 time(s) teaspoon '), ('garlic powder', '0.25 time(s) teaspoon '), ('deli roast beef, sliced', '8  time(s) ounces '), ('10-inch flour tortillas, cheese flavoured are nice', '2  time(s) ')]}",70.0,0.7712413248127535
87205,Darn Good Chocolate Cake ( Cake Mix Cake),271.2,16.0,4.0,17.8,397.9,3.9,0.1130952380952381,0.2518037518037518,very_unhealthy,"['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'occasion', 'for-large-groups', 'desserts', 'eggs-dairy', 'holiday-event', 'cakes', 'chocolate', 'dietary', 'number-of-servings']","{'': [(""package devil's food cake mix"", '1 time(s) (18 1/4 ounce) '), ('mix', '1 time(s) (4 ounce) box instant chocolate pudding '), ('sour cream', '1  time(s) cup '), ('water', '0.5 time(s) cup '), ('vegetable oil', '0.5 time(s) cup '), ('large eggs', '4  time(s) '), ('($notetemplate1$ is preferred, but store bought or your own recipe is acceptable)', ' time(s) chocolate frosting ')]}",45.0,0.2518037518037518
18888,Easy Way Lasagna,343.8,15.7,8.3,6.5,732.8,21.3,0.2239263803680981,0.5876556980851458,unhealthy,"['weeknight', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'main-dish', 'pasta', 'oven', 'easy', 'european', 'kid-friendly', 'italian', 'lasagna', 'dietary', 'high-calcium', 'comfort-food', 'inexpensive', 'high-in-something', 'pasta-rice-and-grains', 'taste-mood', 'equipment', '4-hours-or-less']","{'': [('lasagna noodles', '9  time(s) '), ('jar spaghetti sauce', '1 time(s) (26 ounce) '), ('cottage cheese', '8  time(s) ounces '), ('egg', '1 time(s) '), ('parmesan cheese', '0.75 time(s) cup '), ('mozzarella cheese, grated', '3  time(s) cups ')]}",70.0,0.5876556980851458
70165,Pizza Dough for Thin Crust Pizza,610.1,5.2,0.7,0.4,299.2,17.6,0.2348082595870206,0.6206310896576382,neutral,"['weeknight', 'time-to-make', 'course', 'preparation', 'healthy', 'flat-shapes', 'breads', 'main-dish', 'oven', 'kid-friendly', 'low-fat', 'vegan', 'vegetarian', 'pizza', 'dietary', 'low-sodium', 'low-cholesterol', 'low-saturated-fat', 'healthy-2', 'yeast', 'low-in-something', 'equipment', 'number-of-servings', '4-hours-or-less']","{'': [('of the all-purpose)', '2 1/2 time(s) cups all-purpose flour (may substitute whole wheat flour for 1 cup '), ('package active dry yeast', '1 time(s) (1/4 ounce) '), ('salt', '0.25 time(s) teaspoon '), ('warm water', '1  time(s) cup '), ('olive oil', '1/2-1  time(s) tablespoon '), ('cornmeal, for sprinkling', ' time(s) ')]}",75.0,0.6206310896576382
33420,Great Buffalo Chicken Pizza,432.8,35.8,16.6,1.2,1109.6,24.9,0.1774622892635315,0.4468554220107015,unhealthy,"['30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'occasion', 'main-dish', 'poultry', 'oven', 'easy', 'beginner-cook', 'pizza', 'chicken', 'dietary', 'one-dish-meal', 'seasonal', 'meat', 'taste-mood', 'to-go', 'equipment']","{'': [('pizza dough (12 inch)', '1  time(s) '), ('chicken tenders, grilled', '0.5 time(s) lb '), ('butter, melted', '4  time(s) tablespoons '), ('hot sauce', '0.25 time(s) cup '), ('ranch dressing', '0.3333333333333333 time(s) cup '), ('mozzarella cheese, grated', '2  time(s) cups ')]}",25.0,0.4468554220107015
150739,Thai-Style Ground Beef,425.4,11.8,4.7,7.0,754.7,27.4,0.1992086232773911,0.5127534038708822,neutral,"['lactose', '30-minutes-or-less', 'time-to-make', 'main-ingredient', 'preparation', 'beef', 'easy', 'dietary', 'ground-beef', 'free-of-something', 'meat']","{'': [('spray', ' time(s) cooking '), ('thinly sliced leek', '1  time(s) cup '), ('minced garlic', '1  time(s) teaspoon '), ('lean ground beef', '1  time(s) lb '), ('red curry paste', '1  time(s) teaspoon '), ('tomato sauce', '1  time(s) cup '), ('light coconut milk', '0.5 time(s) cup '), ('brown sugar', '1  time(s) tablespoon '), ('grated lime rind', '0.25 time(s) teaspoon '), ('fresh lime juice', '1 1/2 time(s) teaspoons '), ('asian fish sauce', '1  time(s) tablespoon '), ('hot cooked short-grain white rice', '3  time(s) cups ')]}",20.0,0.5127534038708822
55768,"Baja Black Beans, Corn and Rice",396.4,5.4,0.9,6.1,203.0,12.4,0.264381403,0.7102466757575759,healthy,"['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'north-american', 'lunch', 'main-dish', 'side-dishes', 'beans', 'fruit', 'rice', 'vegetables', 'mexican', 'easy', 'potluck', 'diabetic', 'dinner-party', 'vegan', 'vegetarian', 'stove-top', 'baja', 'dietary', 'spicy', 'one-dish-meal', 'comfort-food', 'black-beans', 'citrus', 'pasta-rice-and-grains', 'brown-rice', 'corn', 'onions', 'taste-mood', 'to-go', 'equipment', 'presentation', 'served-hot']","{'': [('cooked brown rice', '6  time(s) cups '), ('black beans, rinsed and drained', '1 time(s) (15 ounce) can '), ('corn, drained', '1 time(s) (15 ounce) can '), ('fresh tomatoes, diced', '4  time(s) '), ('red onion, chopped', '0.5 time(s) cup '), ('cilantro, chopped', '0.5 time(s) cup '), ('jalapeno pepper, seeded and diced', '1  time(s) '), ('fresh lime juice', '2  time(s) tablespoons '), ('olive oil', '1  time(s) tablespoon '), ('salt', '0.5 time(s) teaspoon '), ('fresh ground pepper', '0.25 time(s) teaspoon '), ('dashes hot sauce', '2  time(s) ')]}",45.0,0.7102466757575759
294196,Perfect Rump Roast,916.8,55.2,21.7,1.2,1988.1,94.6,0.2461839530332681,0.6551028879796004,unhealthy,"['time-to-make', 'course', 'main-ingredient', 'preparation', 'very-low-carbs', 'main-dish', 'beef', 'easy', 'beginner-cook', 'dietary', 'high-protein', 'low-carb', 'high-in-something', 'low-in-something', 'meat', 'roast-beef', '4-hours-or-less']","{'': [('rump roast (room temp.)', '1 time(s) (4 lb) '), ('garlic cloves', '3  time(s) '), ('salt', '1  time(s) tablespoon '), ('pepper', '1  time(s) tablespoon '), ('onion', '1 time(s) '), ('water', '1  time(s) cup ')]}",125.0,0.6551028879796004
8531,Crock-Pot Beef Stew,317.5,7.2,3.1,2.7,948.5,36.8,0.2249967737772615,0.5908993144765501,neutral,"['weeknight', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'north-american', 'healthy', 'main-dish', 'beef', 'potatoes', 'vegetables', 'american', 'potluck', 'low-fat', 'stews', 'crock-pot-slow-cooker', 'dietary', 'low-saturated-fat', 'low-calorie', 'low-carb', 'low-in-something', 'meat', 'to-go', 'equipment']","{'': [('beef stew meat, cut into 1 inch pieces', '2  time(s) lbs '), ('flour', '0.25 time(s) cup '), ('pepper', '0.5 time(s) teaspoon '), ('Worcestershire sauce', '1  time(s) teaspoon '), ('bay leaf', '1  time(s) '), ('potatoes, diced', '3  time(s) '), ('stalk celery, sliced', '1  time(s) '), ('salt', '1 1/2 time(s) teaspoons '), ('beef broth', '1 1/2 time(s) cups '), ('garlic clove', '1  time(s) '), ('paprika', '1  time(s) teaspoon '), ('onions, chopped', '2  time(s) '), ('Kitchen Bouquet (optional)', '2  time(s) teaspoons ')]}",735.0,0.5908993144765501
2510,Pumpkin Pie Spice Bread,392.1,15.2,2.3,38.0,344.8,4.7,0.1661998132586367,0.4127267068443537,unhealthy,"['time-to-make', 'course', 'main-ingredient', 'preparation', 'occasion', 'for-large-groups', 'breads', 'vegetables', 'oven', 'fall', 'winter', 'dietary', 'seasonal', 'quick-breads', 'equipment', 'number-of-servings', '4-hours-or-less']","{'': [('sugar (I use 2 cups sugar when subbing applesauce for most of the oil as mentioned below.)', '3  time(s) cups '), ('vegetable oil (I use 1/4 cup oil and 3/4 cup unsweetened applesauce)', '1  time(s) cup '), ('eggs, lightly beaten', '4  time(s) '), ('solid-pack pumpkin', '1 time(s) (16 ounce) can '), ('all-purpose flour', '3 1/2 time(s) cups '), ('baking soda', '2  time(s) teaspoons '), ('baking powder', '1  time(s) teaspoon '), ('salt', '1  time(s) teaspoon '), ('cinnamon, ground', '1  time(s) teaspoon '), ('nutmeg, ground', '1  time(s) teaspoon '), ('clove, ground', '0.5 time(s) teaspoon '), ('allspice, ground', '0.5 time(s) teaspoon '), ('water', '0.5 time(s) cup ')]}",75.0,0.4127267068443537
10205,Quick and Easy No Bake Chocolate Cookies,232.5,10.3,2.2,23.1,100.7,4.1,0.2542517006802721,0.6795506081220367,unhealthy,"['15-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'north-american', 'for-large-groups', 'drop-cookies', 'desserts', 'lunch', 'american', 'southern-united-states', 'easy', 'refrigerator', 'potluck', 'finger-food', 'holiday-event', 'kid-friendly', 'picnic', 'candy', 'cookies-and-brownies', 'chocolate', 'freezer', 'stove-top', 'dietary', 'gifts', 'christmas', 'comfort-food', 'valentines-day', 'taste-mood', 'to-go', 'equipment', 'number-of-servings', 'presentation']","{'': [('sugar', '2 2/3 time(s) cups '), ('milk', '0.6666666666666666 time(s) cup '), ('cocoa', '0.3333333333333333 time(s) cup '), ('margarine', '0.3333333333333333 time(s) lb '), ('creamy peanut butter', '0.75 time(s) cup '), ('vanilla', '0.5 time(s) teaspoon '), ('quick oats', '3 1/2 time(s) cups ')]}",11.0,0.6795506081220367
75061,Awesome Homemade Crusty Bread (Bread Machine),989.8,19.5,4.6,17.3,1561.8,23.5,0.2155674667909578,0.5623256569422965,unhealthy,"['15-minutes-or-less', 'time-to-make', 'course', 'preparation', 'healthy', 'breads', 'bread-machine', 'easy', 'vegan', 'vegetarian', 'dietary', 'low-cholesterol', 'healthy-2', 'yeast', 'low-in-something', 'equipment', 'small-appliance', 'number-of-servings', '3-steps-or-less']","{'': [('warm water', '1  time(s) cup '), ('package active dry yeast', '1  time(s) '), ('shortening', '2  time(s) tablespoons '), ('sugar', '2  time(s) tablespoons '), ('salt', '1  time(s) teaspoon '), ('flour', '2 1/2 time(s) cups ')]}",10.0,0.5623256569422965
69661,Shredded French-Dip Sandwiches,580.2,17.9,6.8,2.9,1765.7,59.8,0.2801242236024844,0.7579521927348014,unhealthy,"['weeknight', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'healthy', 'lunch', 'main-dish', 'beef', 'crock-pot-slow-cooker', 'dietary', 'sandwiches', 'low-carb', 'low-in-something', 'meat', 'roast-beef', 'equipment']","{'': [('chuck roast', '3  time(s) lbs '), ('French onion soup', '1 time(s) (10 3/4 ounce) can '), ('beef consomme', '1 time(s) (10 3/4 ounce) can '), ('condensed beef broth', '1 time(s) (10 3/4 ounce) can '), ('beef bouillon granules', '1  time(s) teaspoon '), ('kimmelwick rolls', '8 -10  time(s) ')]}",550.0,0.7579521927348014
16017,Regular White Icing (Add Butter to Make Buttercream Icing),112.3,3.8,2.4,19.6,47.2,0.1,0.2161904761904762,0.5642135642135644,unhealthy,"['15-minutes-or-less', 'time-to-make', 'course', 'preparation', 'low-protein', '5-ingredients-or-less', 'desserts', 'easy', 'cakes', 'dietary', 'cake-fillings-and-frostings', 'low-in-something', 'number-of-servings']","{'': [('powdered sugar', '2  time(s) cups '), ('vanilla', '0.5 time(s) teaspoon '), ('milk, add more to desired consistancy', '0.5 time(s) teaspoon '), ('dash salt (may substitute or omit)', '1  time(s) '), ('butter (for the Buttercream Icing you would add the butter to the recipe)', '0.25 time(s) cup ')]}",10.0,0.5642135642135644
169571,Easy No Rise Pizza Crust,176.9,3.8,0.5,0.6,292.9,4.4,0.2181803581466313,0.5702435095352465,healthy,"['30-minutes-or-less', 'time-to-make', 'course', 'preparation', 'healthy', 'flat-shapes', 'breads', 'main-dish', 'pizza', 'dietary', 'low-cholesterol', 'low-saturated-fat', 'healthy-2', 'low-in-something']","{'': [('package dry yeast', '1 time(s) (1/4 ounce) '), ('warm water', '1  time(s) cup '), ('flour', '2 1/2 time(s) cups '), ('olive oil', '2  time(s) tablespoons '), ('sugar', '1  time(s) teaspoon '), ('salt', '1  time(s) teaspoon ')]}",25.0,0.5702435095352465
